OBJECTID,JDMC,ATM,KTV,三星级酒店,专科医院,世界遗产,中介,中国菜,中学,乒乓球,二手车,五星级酒店,产业园,会展展览,住宅区,便利店,保险,保龄球,信息咨询中心,停车场,健身中心,充电站,免税店,公交站,公共事业,公厕,公司,公园,其他,其他能源站,写字楼,农家乐,农林牧渔,冰雪运动,别墅区,剧场,加气站,加油站,动物医疗,动物园,医药销售,博物馆,口岸,台球,咖啡,商业街,商住两用楼宇,四星级酒店,图书馆,地铁,培训单位,壁球,外国菜,天文馆,宗教,家居建材,家电数码,宿舍,小吃快餐,小学,工业大楼,工厂,市场,幼儿园,广场,广播电视,度假养老,彩票销售,急救中心,成人教育,户外健身场所,投资理财,摄影打印,收费站,文体用品,文化宫,新闻出版,旅馆,景点,服务区,档案馆,棋牌室,植物园,橄榄球,水上运动,水族馆,汽车养护,汽车租赁,汽车维修,汽车配件,汽车销售,洗浴推拿,洗衣,洗车,港口码头,游乐场,游泳,火车,物流,电影院,电讯营业厅,疾病预防,百货商场,社区中心,科技馆,科研单位,篮球,红色旅游,纪念馆,经济型连锁酒店,综合体育馆,综合医院,网吧,网球,美容理发,美术展览,羽毛球,职业技术教育,艺术团体,花鸟鱼虫,茶座,蛋糕甜品店,诊所,购物中心,超市,足球,跆拳道,轮渡,邮局,酒吧,银行,长途汽车,露营地,青旅,飞机,马术&赛马,驾校,高尔夫球,高等教育
519,良口镇,5,1,1,3,0,0,124,3,0,0,5,2,1,10,51,0,0,1,51,1,11,0,92,0,79,24,6,607,0,1,4,14,0,95,0,0,3,2,1,11,0,0,0,1,1,0,1,2,0,3,0,1,0,2,34,4,1,11,8,0,1,7,2,4,0,14,0,0,2,0,0,1,4,2,1,0,56,9,0,0,0,0,0,0,0,2,0,7,4,0,6,0,0,0,1,1,0,3,0,5,0,0,0,0,0,2,0,0,0,0,3,0,1,10,0,0,0,0,3,0,3,4,0,6,0,0,0,2,1,4,0,1,0,0,2,1,3,0
520,乐平镇,24,5,1,10,0,31,687,4,0,4,0,47,0,62,422,2,0,1,114,5,7,1,168,2,79,1165,6,1720,0,11,15,50,0,0,0,0,20,4,0,92,0,0,3,6,4,0,1,1,0,58,0,8,0,42,530,112,7,169,9,0,124,146,17,5,0,2,15,0,1,0,0,15,6,23,0,1,70,12,0,0,1,0,0,0,0,44,3,56,36,23,64,2,6,4,4,2,0,154,3,30,2,14,2,1,10,1,3,2,1,2,14,7,0,189,0,0,4,0,20,4,86,21,1,75,0,1,0,6,3,17,3,0,0,0,0,18,0,9
521,西南街道,91,11,3,61,0,232,1616,12,2,22,2,32,5,227,708,23,0,1,704,38,27,0,324,8,127,1758,29,4479,0,75,14,24,1,5,2,1,29,14,0,260,2,0,9,49,11,15,2,8,5,374,0,68,0,24,1417,318,4,300,26,0,152,446,61,12,1,6,54,1,5,0,4,80,10,73,6,0,63,13,0,2,40,1,0,1,2,136,14,146,97,100,114,16,23,9,19,8,3,255,2,60,2,26,7,0,7,6,4,1,1,9,38,22,1,630,2,3,2,3,77,40,295,45,5,96,7,9,0,10,69,88,3,0,1,1,0,10,2,0
522,石滩镇,13,3,0,17,0,34,399,10,3,0,0,11,3,48,281,1,0,0,37,11,12,0,100,3,11,533,8,1125,0,1,12,35,1,0,2,0,9,2,0,68,0,0,1,0,0,2,0,2,0,88,0,8,0,5,415,86,2,94,23,0,47,120,27,2,0,6,14,0,0,0,0,11,10,20,5,0,19,9,2,0,4,0,0,0,1,36,2,57,36,11,25,4,4,3,2,3,2,69,0,25,2,0,0,0,1,7,0,1,0,2,8,2,0,148,1,1,0,1,19,7,68,22,0,24,0,1,0,6,5,14,0,0,0,0,0,6,0,0
523,龙江镇,54,14,0,38,0,99,1448,9,1,19,0,53,6,182,733,13,0,0,403,22,35,2,177,2,61,2648,31,5179,0,109,7,16,1,2,0,0,9,8,0,217,2,0,15,22,12,5,3,2,0,194,0,40,0,37,3558,269,18,417,17,2,344,314,55,9,2,9,30,0,4,0,6,63,4,55,9,2,149,18,0,0,62,0,0,1,0,108,5,152,97,88,141,6,15,2,1,6,0,475,5,42,3,23,2,0,4,8,0,1,6,3,21,25,0,553,0,1,1,1,68,44,224,48,6,117,3,3,0,2,13,51,2,0,0,0,0,19,0,0
524,大岭山林场,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,石基镇,10,4,1,11,0,22,655,8,0,2,0,66,2,52,362,4,0,0,170,1,22,2,112,2,42,1752,9,1942,0,17,26,40,1,0,1,0,5,5,0,106,2,0,7,6,4,1,0,1,6,87,0,18,0,15,383,137,5,180,15,0,150,106,24,2,0,2,17,0,4,0,2,22,4,26,7,0,38,9,0,0,13,1,0,0,0,42,4,74,19,10,50,6,6,2,6,2,0,131,1,36,0,12,0,1,11,2,0,0,1,1,15,7,0,173,0,1,1,1,29,6,118,15,3,51,0,1,0,2,5,16,0,2,0,0,0,19,1,3
526,石楼镇,22,8,2,10,0,63,637,11,3,1,1,50,4,79,270,4,0,2,290,11,16,0,154,1,47,805,20,1732,0,21,39,77,2,6,0,0,7,8,0,86,2,0,1,15,5,0,2,4,7,195,1,21,0,21,330,100,2,156,15,0,41,140,39,3,0,5,12,0,4,0,1,17,2,33,4,0,42,24,2,0,12,0,0,0,0,25,1,47,22,9,69,3,9,6,4,8,2,91,3,24,0,5,0,0,8,4,0,1,3,4,18,7,0,217,0,5,1,2,30,15,137,18,1,56,2,4,1,3,13,18,0,3,0,0,2,16,3,3
527,大石街道,32,11,8,22,0,88,1339,5,2,4,0,92,2,170,700,3,0,5,462,20,45,2,83,0,67,1500,6,3836,0,124,5,3,0,2,3,0,2,10,16,181,0,0,12,20,7,52,3,2,4,212,0,47,0,16,548,309,11,375,8,0,130,279,34,4,0,5,35,0,2,0,4,60,5,41,4,2,267,14,0,0,46,0,0,7,1,36,9,58,29,21,130,16,7,2,13,6,0,217,6,52,3,19,1,2,5,6,0,2,23,0,15,25,1,496,0,0,1,0,43,10,243,36,4,95,0,5,0,3,24,29,0,0,7,0,0,24,0,1
528,大龙街道,26,7,2,21,0,78,1026,7,2,13,0,80,1,104,628,13,0,0,426,21,53,0,122,1,56,2286,12,3040,0,77,12,10,0,0,2,0,10,5,0,165,0,0,13,22,6,7,4,2,4,237,0,34,0,25,850,253,9,220,15,1,199,364,44,7,0,2,42,0,2,0,10,39,2,49,3,3,130,15,0,1,23,0,0,1,1,79,7,174,80,45,96,10,21,1,11,9,0,259,4,46,0,18,0,0,7,3,0,1,5,3,5,11,1,411,1,1,2,1,24,17,179,20,7,93,0,3,0,10,14,34,0,0,3,0,0,25,0,0
529,新华街道,102,32,17,155,0,416,4241,28,8,24,5,131,2,718,2119,46,0,10,1779,107,136,4,425,2,147,4709,25,11324,1,281,14,14,1,2,4,1,21,25,0,705,3,0,21,114,30,17,10,10,42,1017,0,194,0,38,2696,777,21,924,51,1,256,908,141,22,2,11,130,1,12,0,33,189,5,225,21,3,610,28,0,3,70,1,0,1,2,302,54,313,190,138,365,47,52,3,23,30,49,598,15,184,3,47,22,1,33,24,0,4,27,15,61,48,1,1796,4,9,10,0,145,65,762,180,16,264,7,19,0,12,87,96,1,0,3,0,0,62,1,23
530,同和街道,2,2,3,12,0,72,594,3,1,0,7,13,6,130,258,0,0,1,255,18,17,0,58,0,55,486,8,1613,0,34,2,5,1,2,4,1,3,6,0,79,1,0,4,8,2,5,6,2,7,118,0,27,0,10,353,45,13,174,11,0,14,99,31,3,0,5,18,0,2,0,1,27,2,17,2,0,71,11,0,0,10,0,0,1,0,21,11,35,16,23,35,6,4,0,16,5,0,119,2,16,1,7,0,0,4,4,0,0,9,3,16,8,4,192,2,0,10,0,31,12,95,16,5,43,2,0,0,2,9,6,0,0,2,0,0,17,1,14
531,石坝镇,1,3,0,3,0,3,96,2,0,0,0,1,0,6,45,1,0,0,7,1,3,0,6,0,2,77,0,316,0,0,1,39,0,0,0,0,4,1,0,17,0,0,1,0,0,0,0,0,0,9,0,3,0,3,106,27,0,14,13,0,10,38,6,10,0,0,2,0,0,0,0,3,4,3,0,0,10,1,2,0,0,0,0,0,0,8,0,19,4,3,4,0,2,0,0,1,1,17,0,7,0,3,1,0,1,0,0,0,0,1,5,0,0,20,0,0,0,0,2,0,15,15,0,3,0,0,0,1,2,3,1,0,0,0,0,2,0,0
532,石湾镇,26,11,1,31,0,199,841,7,0,7,0,42,8,108,590,4,0,0,110,17,3,0,165,3,7,1516,3,2622,0,25,10,14,0,0,0,0,10,5,0,127,0,0,13,8,3,2,1,2,0,94,0,16,0,3,1202,175,2,245,13,1,173,215,21,3,0,0,39,0,0,0,3,29,4,38,2,0,221,2,0,0,2,0,0,0,1,79,2,98,79,18,118,4,8,0,7,3,1,138,0,34,2,11,0,0,4,2,0,0,20,1,6,11,0,300,0,3,0,0,24,12,112,40,1,91,0,5,0,3,16,13,1,0,2,0,0,18,0,0
533,福田镇,6,3,0,4,0,22,226,7,1,2,0,4,3,15,138,2,0,1,19,2,1,0,26,1,0,230,1,682,0,1,2,13,0,0,1,0,7,2,0,45,0,0,1,4,2,0,0,1,0,30,0,4,0,3,238,58,1,71,8,0,34,61,4,2,1,2,5,0,0,0,1,4,0,10,2,0,19,4,2,0,2,0,0,0,0,32,0,50,30,14,11,1,3,0,1,0,0,30,0,11,0,3,0,0,0,1,0,0,0,0,0,5,0,100,0,0,0,0,8,5,34,25,0,18,0,2,0,1,5,5,1,0,0,0,0,4,0,1
534,罗阳街道,24,12,3,35,0,232,1300,21,1,30,2,31,1,261,801,31,0,1,396,15,21,1,242,1,29,1439,10,3398,0,32,9,41,0,6,1,1,27,6,0,214,1,0,10,14,2,6,4,2,0,273,0,37,0,13,1494,308,7,344,20,0,120,345,41,7,2,4,64,2,7,0,2,55,6,72,7,1,80,4,0,1,1,0,0,1,1,116,4,153,87,81,74,5,8,1,7,13,1,115,3,52,4,14,1,0,3,5,1,0,5,6,14,7,1,476,0,0,8,1,52,15,188,78,6,72,0,12,0,11,11,48,2,1,0,0,0,27,1,3
535,巺寮滨海旅游渡假区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,公明街道,73,34,3,105,0,220,3811,16,4,55,0,548,3,450,2379,15,0,4,1105,69,100,3,325,5,152,6696,62,8333,0,288,22,36,2,1,0,0,9,19,0,481,0,0,38,24,24,59,4,16,40,511,0,79,0,16,1858,640,51,1330,16,10,433,698,90,22,0,2,118,1,7,1,9,172,6,167,5,0,470,16,2,1,14,0,0,0,0,112,23,183,90,140,261,44,38,0,14,12,0,610,9,125,28,55,4,2,9,13,2,0,13,7,44,147,2,1428,5,5,7,3,119,32,458,147,11,301,7,12,0,28,44,45,2,1,2,0,0,157,1,4
537,潼湖镇,1,1,0,5,0,4,151,3,0,1,0,16,0,2,91,0,0,0,9,0,1,0,43,0,10,221,3,352,0,0,5,15,0,0,0,0,1,2,0,18,0,0,4,1,1,1,0,1,0,6,0,0,0,1,137,31,1,39,5,0,24,65,5,3,0,1,2,0,0,0,0,3,10,6,2,0,14,3,0,0,0,0,0,0,0,5,0,36,27,0,4,0,1,2,0,0,0,20,0,8,0,0,1,0,1,0,1,0,1,0,2,0,0,34,0,0,1,0,1,0,19,22,0,12,0,0,0,1,1,4,1,0,0,0,0,6,0,0
538,惠环街道,28,7,2,26,0,144,1136,10,0,18,0,71,0,136,675,2,0,0,256,7,26,1,152,0,32,1250,8,2000,0,16,2,5,0,0,0,1,6,3,0,174,0,0,9,9,5,5,1,2,0,138,0,16,0,8,368,184,13,319,6,1,48,169,28,2,0,0,53,0,0,0,2,54,8,41,3,0,237,0,0,0,2,0,0,0,0,38,10,47,67,5,57,5,5,0,1,3,10,173,2,53,2,12,0,1,2,2,0,0,17,1,10,34,0,369,0,0,0,0,30,7,101,55,5,104,0,3,0,14,9,24,0,0,0,0,0,30,0,0
539,陈江街道,22,26,5,40,0,138,1192,4,0,18,0,41,1,113,826,16,0,1,240,14,16,2,102,2,3,1379,5,3125,0,28,12,13,2,0,1,1,5,6,0,183,0,0,19,6,6,8,0,0,0,161,0,33,0,5,1595,268,6,362,17,0,111,299,25,0,0,0,45,1,2,1,1,52,1,62,4,1,250,1,2,0,6,0,0,1,0,53,6,110,33,63,121,6,4,0,6,5,4,160,2,51,0,12,0,1,0,3,0,2,28,2,11,34,0,485,1,1,0,0,57,11,161,64,4,98,0,9,0,3,15,25,0,0,0,0,0,35,0,1
540,平潭镇,5,2,0,7,0,5,163,2,0,0,0,8,0,8,118,1,0,0,19,0,3,0,35,1,5,181,3,416,0,4,4,33,0,0,0,0,4,0,0,21,0,0,1,0,1,0,0,0,0,13,0,0,0,3,238,35,1,32,15,0,20,42,7,2,0,0,5,0,0,0,0,4,0,7,1,0,13,1,0,0,0,1,0,0,0,6,2,26,8,1,5,0,1,0,5,0,0,27,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,45,0,0,2,0,1,1,21,18,0,13,0,0,0,0,1,4,0,0,0,5,0,3,0,2
541,新圩镇,11,8,0,16,0,71,868,4,0,12,0,117,1,74,668,11,0,0,92,10,9,0,143,2,9,1577,2,2224,0,24,25,14,0,0,1,0,8,3,0,126,0,0,7,3,5,3,0,0,0,52,0,13,0,11,1022,183,5,275,13,0,256,174,25,4,0,1,30,0,0,0,0,27,2,43,3,0,101,10,0,0,2,0,0,0,1,63,2,117,58,9,62,6,8,0,3,2,0,120,1,41,0,11,0,0,0,3,1,0,4,2,7,15,0,280,1,2,0,0,17,11,64,39,2,90,0,1,0,4,11,10,1,0,0,0,0,23,0,0
542,永湖镇,1,1,0,4,0,1,97,1,0,2,0,12,0,11,102,3,0,0,6,0,2,0,54,2,3,220,1,380,0,2,13,16,0,1,0,0,2,0,0,12,0,0,0,1,0,0,0,0,0,12,0,0,0,6,145,18,1,38,8,1,16,25,4,1,1,1,5,0,0,0,0,3,2,3,2,0,20,4,0,0,0,1,0,0,0,5,1,20,11,1,4,1,3,0,0,0,1,16,0,5,0,0,0,0,1,0,0,2,0,0,4,1,0,30,0,0,0,0,2,0,9,17,0,12,0,0,0,1,1,4,1,1,0,0,0,4,1,0
543,沙田镇,3,2,0,6,0,9,174,2,0,2,1,12,0,15,164,0,0,0,30,0,2,0,65,1,7,276,2,468,0,2,3,4,0,1,0,0,6,0,0,37,0,0,1,0,0,1,0,0,0,7,0,1,0,6,309,45,0,64,9,0,34,33,4,2,1,2,6,0,0,0,0,5,2,11,0,0,34,0,2,0,2,0,0,0,0,13,1,22,8,4,16,0,1,0,0,0,0,19,0,9,0,2,0,0,0,0,0,1,1,0,2,0,0,56,0,0,2,0,2,1,12,9,0,24,1,0,0,1,1,2,0,0,0,0,0,4,0,0
544,镇隆镇,9,5,0,10,0,21,581,4,0,39,0,78,0,41,491,3,0,0,93,1,11,0,126,1,7,1022,2,1404,2,9,21,22,0,0,0,0,7,0,0,92,0,0,12,3,2,2,0,0,0,50,0,3,0,9,600,80,3,153,13,0,135,111,13,1,0,1,35,0,0,0,1,17,9,18,1,0,123,3,2,0,1,0,0,0,0,39,6,93,42,30,19,2,4,0,2,1,0,107,1,21,0,10,0,0,0,1,1,0,3,2,4,6,0,130,0,1,1,0,6,8,35,43,1,73,1,2,0,4,1,7,4,0,0,0,0,24,0,0
545,秋长街道,10,20,0,21,0,35,1052,7,1,11,0,85,0,60,842,3,0,1,87,8,15,1,149,2,11,1643,6,2509,0,16,23,14,0,0,0,0,4,5,0,162,0,0,15,3,3,2,0,0,0,59,0,13,0,8,1179,173,8,355,13,0,218,237,24,6,0,1,44,0,0,0,0,28,0,54,1,0,196,7,1,0,0,0,0,0,0,62,3,102,40,36,91,2,5,0,4,2,0,205,0,46,2,11,0,0,2,3,1,4,2,1,15,11,0,336,0,0,1,0,12,6,108,58,2,109,1,4,0,6,9,13,1,0,0,0,0,38,0,0
546,大亚湾澳头街道,16,3,5,27,0,147,587,5,1,3,2,8,2,181,361,7,0,0,257,8,40,2,121,1,20,598,9,1614,0,31,9,10,0,4,0,2,8,5,0,87,1,0,5,15,1,4,2,0,0,162,0,10,0,8,494,83,3,118,5,0,12,125,28,2,0,3,27,0,1,0,1,29,8,29,1,0,46,3,0,1,6,0,0,0,0,19,8,58,28,14,67,4,6,13,3,8,0,131,2,33,2,3,2,0,6,1,0,1,3,1,9,9,0,165,0,1,0,0,28,5,53,39,3,50,0,9,0,4,4,17,1,1,0,1,0,8,0,1
547,大亚湾西区街道,22,19,1,55,0,600,1726,6,4,30,1,55,1,363,948,6,0,3,489,40,77,2,246,0,18,1391,8,4265,0,41,15,22,3,0,2,0,11,13,0,241,1,0,27,25,7,9,2,3,0,409,0,45,0,7,1645,297,11,509,19,0,59,310,47,5,0,1,76,0,1,0,6,67,0,77,4,0,175,8,0,0,22,0,0,1,0,87,8,78,42,36,150,16,16,1,13,13,0,312,9,94,1,23,1,1,1,2,0,0,6,1,5,38,0,655,3,1,3,0,60,15,222,90,7,141,1,7,0,7,23,22,0,1,0,0,1,25,0,1
548,大亚湾霞涌街道,5,2,2,2,0,39,268,2,0,0,0,3,0,35,107,0,0,1,66,2,13,0,59,1,7,141,5,973,3,2,3,6,0,1,0,0,5,0,0,17,0,0,0,3,3,1,1,0,0,15,0,4,0,10,96,19,4,46,5,0,6,27,2,2,0,3,3,0,1,0,0,3,4,8,4,0,87,3,0,0,1,0,0,0,0,4,0,14,0,1,11,0,1,2,2,0,0,22,1,4,0,1,1,0,0,1,0,0,3,1,2,2,0,40,0,0,0,0,1,2,27,9,0,17,0,0,0,1,5,7,1,1,1,0,0,0,0,1
549,地派镇,1,0,0,0,0,0,33,2,1,1,1,0,0,3,39,0,0,0,5,0,1,0,0,0,3,6,1,92,0,0,1,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,4,0,5,4,0,7,11,1,4,0,2,0,0,0,0,0,1,0,0,1,0,7,4,0,0,0,0,0,1,0,3,0,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,3,0,0,5,0,0,0,0,0,0,1,4,0,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0
550,平陵镇,0,3,0,6,0,4,160,2,0,0,0,7,1,3,118,1,0,0,6,0,3,0,13,1,5,153,0,342,0,3,0,23,0,0,0,1,6,0,0,24,1,0,3,0,0,0,0,1,0,15,0,0,0,2,150,27,0,29,12,0,34,37,2,5,1,0,4,0,1,0,0,8,2,4,0,0,4,1,0,0,0,0,0,0,0,17,0,48,21,4,7,0,2,0,1,0,0,20,0,6,1,0,0,0,0,0,1,1,0,0,3,0,0,49,0,0,2,0,1,0,16,8,0,7,0,0,0,3,0,2,1,0,0,0,0,1,0,0
551,永汉镇,6,5,4,4,0,18,473,2,0,1,1,1,1,35,142,2,0,0,65,1,11,0,0,1,15,123,4,2079,0,1,7,20,0,10,0,0,5,0,0,27,0,0,1,3,1,0,5,0,0,19,0,5,0,6,200,39,0,58,10,0,14,72,7,6,0,41,6,0,0,0,0,3,10,7,2,0,78,12,0,0,0,0,0,1,2,16,0,45,12,3,28,3,1,0,4,0,0,13,0,12,1,2,0,0,1,0,0,1,3,0,5,1,1,77,0,0,0,1,11,4,41,14,0,8,0,0,0,3,7,5,2,1,0,0,0,2,0,0
552,龙华镇,4,2,0,0,0,3,144,2,0,0,1,1,0,13,102,2,0,0,19,1,4,0,0,2,7,66,0,546,0,0,3,24,0,16,0,0,7,0,1,14,0,0,0,4,0,0,0,1,0,5,0,1,0,5,82,14,0,17,13,0,11,44,4,3,1,6,2,0,0,0,0,1,4,2,0,0,20,6,2,0,0,0,0,2,0,14,0,34,15,5,23,0,1,1,2,0,0,9,0,7,0,0,0,0,0,0,1,0,0,0,1,1,0,20,0,0,0,0,2,3,17,13,0,5,0,1,0,3,1,2,0,1,1,0,0,0,0,0
553,龙江镇,1,0,0,1,0,2,33,2,0,0,0,0,0,0,36,1,0,0,1,0,0,0,0,0,2,31,0,116,0,0,0,19,0,0,0,0,3,1,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,46,15,0,5,5,0,10,10,1,4,0,0,2,0,0,0,0,0,4,2,1,0,2,1,0,0,0,0,0,0,0,7,0,16,3,2,1,0,0,0,0,0,0,6,0,4,1,0,0,0,0,1,0,0,0,0,2,0,0,9,0,0,0,0,0,1,6,14,0,2,0,0,0,3,0,4,2,0,0,0,0,1,0,0
554,罗坑镇,4,0,0,0,0,0,82,3,0,0,0,0,0,6,66,1,0,0,9,0,1,0,34,1,7,105,4,205,0,2,5,20,0,0,0,0,4,1,0,13,0,0,0,0,0,0,0,2,0,4,0,0,0,13,49,14,1,10,9,0,40,14,7,0,1,0,7,0,1,1,0,1,4,2,2,0,0,1,0,0,1,0,0,0,0,2,0,7,5,0,3,0,0,2,1,0,0,8,0,6,0,1,2,0,0,0,1,1,0,0,3,0,0,21,0,0,0,0,1,2,11,3,0,13,0,0,0,1,0,8,0,0,0,0,0,1,0,0
555,都斛镇,4,2,0,1,0,1,77,1,1,0,0,0,0,7,38,0,0,0,4,0,1,0,49,0,5,25,2,132,0,1,0,6,0,0,0,0,2,0,1,13,0,0,1,0,0,0,0,1,0,4,0,1,0,5,38,17,0,11,4,0,2,35,4,2,0,2,2,0,0,0,0,1,2,3,1,1,3,2,0,0,0,0,0,0,0,1,1,7,0,0,9,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,1,0,0,2,5,0,0,14,0,0,0,0,0,1,15,6,0,5,0,0,0,2,0,5,1,0,0,0,0,0,0,0
556,大沙镇,0,0,0,3,0,0,18,1,0,0,0,0,0,2,16,0,0,0,3,0,1,0,57,1,8,10,0,95,0,2,1,11,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,2,19,7,0,4,5,0,1,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,7,1,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0
557,苍城镇,5,0,0,3,0,2,51,0,0,0,0,2,1,3,49,4,0,0,3,0,1,0,60,1,3,88,0,153,0,1,0,25,0,0,0,0,1,2,0,10,0,0,3,0,0,1,0,1,0,6,0,0,0,1,47,13,1,9,4,0,15,8,2,1,0,0,3,0,0,0,0,1,0,3,0,0,3,2,0,0,0,0,0,0,0,1,1,4,4,0,1,0,1,0,0,0,0,7,0,5,0,1,0,0,0,0,0,1,0,0,3,0,0,16,0,0,0,0,0,0,12,9,0,5,0,0,0,3,0,2,0,0,0,0,0,2,0,0
558,双水镇,12,1,0,3,0,4,193,7,0,0,0,10,0,14,90,6,0,0,16,0,2,0,90,0,25,279,11,591,0,0,9,67,0,0,0,0,10,0,0,30,0,0,0,0,1,1,0,0,0,5,0,0,0,21,92,38,0,29,14,0,178,73,17,2,0,2,4,0,0,0,0,5,7,5,1,0,4,14,0,0,2,0,0,0,0,6,0,14,13,0,5,0,2,0,0,0,1,30,0,13,0,4,0,0,0,0,0,1,0,0,10,1,0,29,0,0,0,0,0,8,24,10,0,16,0,0,0,3,0,16,2,0,0,0,0,1,0,0
559,龙胜镇,2,0,0,1,0,1,37,2,0,0,0,2,1,2,27,0,0,0,3,0,4,0,40,1,3,59,2,111,0,1,1,10,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,2,25,11,0,8,6,0,26,5,3,2,1,1,2,0,0,0,0,1,4,1,1,0,2,1,0,0,0,0,0,0,0,1,2,5,2,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,8,0,3,0,0,0,2,0,3,0,0,0,0,0,1,0,0
560,双合镇,1,0,0,1,0,0,19,0,0,0,0,0,0,1,19,0,0,0,3,0,0,0,19,1,8,34,0,60,0,0,0,13,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,4,0,1,4,0,5,3,4,2,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,1,3,6,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0
561,松岗街道,47,26,5,79,0,88,2839,12,2,48,1,345,8,398,1744,16,0,2,814,44,62,2,240,5,140,5896,30,6440,0,259,11,20,0,3,2,0,12,13,0,315,2,0,28,13,18,53,7,7,30,350,0,54,0,12,1504,472,41,830,14,1,434,478,74,10,0,7,75,1,3,1,8,105,5,106,2,1,249,14,0,0,11,0,0,0,2,117,16,164,128,106,208,22,21,1,6,5,0,511,7,94,12,25,2,0,10,12,2,4,12,5,22,83,0,949,1,4,3,2,91,34,302,98,6,143,5,14,0,28,28,35,1,1,1,0,0,130,0,2
562,沙井街道,95,51,7,133,0,232,4233,15,1,67,4,400,14,497,2259,13,0,2,1335,78,92,3,285,5,170,6418,36,9482,1,234,19,12,1,5,2,0,14,32,0,537,2,0,49,33,28,54,16,13,24,603,0,98,0,17,2022,720,38,1336,13,2,378,796,94,12,1,5,122,1,4,0,17,192,10,193,6,0,383,20,1,0,24,0,0,1,1,175,20,240,149,185,309,44,30,4,19,12,8,671,10,125,17,51,0,1,10,14,0,3,18,6,40,133,1,1476,6,12,6,4,152,44,587,132,17,236,10,5,0,20,86,78,3,0,7,0,0,202,0,3
563,石岩街道,27,28,4,41,0,72,2023,10,1,31,1,372,3,199,1029,6,0,0,609,29,61,0,168,1,93,3634,23,3994,0,108,18,34,0,1,0,0,8,10,0,237,3,0,15,10,7,15,5,3,12,251,0,35,0,7,931,348,18,665,12,7,210,304,66,10,0,7,42,0,1,0,3,87,14,76,4,1,163,8,0,0,15,0,0,0,0,65,15,100,63,52,128,19,9,1,8,4,0,401,10,64,6,24,2,0,9,8,0,1,8,5,24,96,0,628,1,7,6,1,87,21,246,46,6,124,4,6,0,11,27,28,1,1,1,0,0,54,0,2
564,福永街道,53,41,6,85,0,117,3386,12,4,21,3,388,10,388,1597,5,1,2,989,47,86,5,250,6,111,5299,25,6567,0,176,15,7,0,1,2,0,8,15,1,350,1,0,29,35,15,33,9,10,19,348,0,65,0,9,1375,444,26,1027,9,3,239,416,55,9,0,4,78,2,3,0,5,138,6,126,3,1,343,6,1,0,14,0,0,0,0,104,18,157,64,112,229,13,29,3,16,7,1,1748,11,79,16,48,0,1,4,6,0,1,18,1,33,101,0,972,3,5,2,2,86,28,302,93,15,177,6,9,0,26,41,39,1,0,9,2,0,121,1,1
